:ID,:LABEL,id,name,category,def
KW-1007,Keyword,KW-1007,Palmoplantar keratoderma,Disease,"Protein which, if defective, causes hereditary palmoplantarkeratoderma (PPK), a genetically and clinically diverse group ofcutaneous disorders characterized by abnormal thickening of the skinon the palms and soles. It results from excessive keratin formationleading to hypertrophy of the stratum corneum (hyperkeratosis). PPKsare distinguished from each other on the basis of mode of inheritance,presence of transgrediens (defined as contiguous extension ofhyperkeratosis beyond the palmar and/or plantar skin), associationwith other skin findings and/or abnormalities of other organs, andextent of epidermal involvement (diffuse, focal, punctate). DiffusePPK is characterized by uniform involvement of the palmoplantarsurface; focal PPK consists of localized areas of hyperkeratosislocated mainly on pressure points and sites of recurrent friction;punctate PPK shows multiple small, hyperkeratotic papules or noduleson the palms and soles"
KW-0566,Keyword,KW-0566,Pantothenate biosynthesis,Biological process,Protein involved in the synthesis of pantothenate
KW-0907,Keyword,KW-0907,Parkinson disease,Disease,"Protein which, if defective, causes classic Parkinson diseaseParkinson disease is a complex multifactorial neurodegenerativedisorder, usually occurring in late life, although an early onset anda juvenile form are known. Typical features are masklike facies,tremor of resting muscles, a slowing of voluntary movements(bradykinesia), festinating gait and postural instability. The signsand symptoms of the disease are the consequence of a striataldeficiency of dopamine, resulting from neuronal death in thesubstantia nigra. Parkinson disease is characterized by the presenceof Lewy bodies, intraneuronal inclusions found in many brain regionswhich are not entirely specific to, but are a highly sensitive markerfor, Parkinson disease"
KW-0908,Keyword,KW-0908,Parkinsonism,Disease,"Protein which, if defective, causes parkinsonism. Parkinsonism refersto disorders, both genetic and non-genetic, characterized by fourprimary parkinsonian symptoms: tremor, rigidity, postural instabilityand bradykinesia, resulting from the loss or dysfunction of dopamine-producing neurons in the substantia nigra. Lewy bodies, intraneuronalaccumulations of aggregated proteins, may or may not be present in thebrain of the patients"
KW-0568,Keyword,KW-0568,Pathogenesis-related protein,Molecular function,"Protein induced in several plant species when they are infected byviruses, viroids, fungi or bacteria. The occurrence of these proteinsis not pathogen-specific, but determined by the type of reaction ofthe host plant. They form a protective barrier against pathogens bycollecting at infection sites and act to decrease susceptibility ofplants. They may have anti-fungal or anti-bacterial activity"
KW-0570,Keyword,KW-0570,Pentose shunt,Biological process,"Protein involved in the pentose shunt, the biochemical pathway inwhich glucose-6-phosphate is oxidized to 6-phosphogluconate with theproduction of NADPH. Then 6-phosphogluconate is converted to ribulose-5-phosphate and CO2 and a second molecule of NADH. This pathway is animportant source of NADPH and ribose-5-phosphate"
KW-0571,Keyword,KW-0571,Peptide transport,Biological process,Protein involved in the transport of peptides
KW-0573,Keyword,KW-0573,Peptidoglycan synthesis,Biological process,"Protein involved in the synthesis of peptidoglycan which consists of aglycosaminoglycan formed by alternating residues of D-glucosamine andeither muramic acid {2-amino-3-O-[(R)-1-carboxyethyl]-2-deoxy-D-glucose} or L-talosaminuronic acid (2-amino-2-deoxy-L-taluronic acid),which are usually N-acetylated or N-glycoloylated. The carboxyl groupof the muramic acid is commonly substituted by a peptide containingresidues of both L- and D-amino acids, whereas that of L-talosaminuronic acid is substituted by a peptide consisting of L-aminoacids only. These peptide units may be cross-linked by a peptide bond,thereby giving rise to a giant macromolecule that forms the rigid cellwall (sacculus or murein sacculus). This macromolecule is known tooccur as a monomolecular layer between the inner and outer membrane inGram-negative bacteria and as a multimolecular layer, often associatedcovalently or non-covalently with various additional compounds(teichoic acids, neutral polysaccharides. etc.) in Gram-positivebacteria. In the archaebacteria, several organisms contain apeptidoglycan, also called pseudomurein, which differs in certainrespects from those of the eubacteria"
KW-0572,Keyword,KW-0572,Peptidoglycan-anchor,PTM,"Protein that is covalently anchored to the peptidoglycan of a cellwall envelope. In Gram-positive bacteria, binding proceeds through atranspeptidation mechanism which requires a C-terminal sorting signalwith a conserved LPXTG or LPXAG motif; an amide bond is createdbetween the alpha-carboxyl group of the conserved threonine,alternatively alanine, and the amino group of peptidoglycan cross-bridges. In Gram-negative bacteria, binding proceeds through theformation of an isopeptide bond between the epsilon-amino group of alysine and the alpha-carboxyl group of a peptidoglycan diaminopimelicacid"
KW-0574,Keyword,KW-0574,Periplasm,Cellular component,Protein located in the space between the inner membrane and the outermembrane (cell wall) of Gram negative bacteria and some eukaryoticalgae. Also used for proteins located in the region between the plasmamembrane and the cell wall in fungi
KW-0575,Keyword,KW-0575,Peroxidase,Molecular function,Enzyme that catalyzes the oxidation of a substrate by reducingperoxide to water. These enzymes are often located in peroxisomes
KW-0576,Keyword,KW-0576,Peroxisome,Cellular component,"Protein found in or associated with the peroxisome, a small eukaryoticorganelle limited by a single membrane, specialized for carrying outoxidative reactions. Contains mainly peroxidases, several otheroxidases and catalase. The catalase regulates the contents of theproduced toxic hydrogen peroxide thus protecting the cell. Beta-oxidation of fatty acids is another major function of peroxisomes. Inplants and fungi this degradation occurs only in this cellularcompartment"
KW-0962,Keyword,KW-0962,Peroxisome biogenesis,Biological process,"Protein which is involved in the formation, organization andmaintenance of the peroxisome. The peroxisome is a small eukaryoticorganelle limited by a single membrane, specialized for carrying outoxidative reactions"
KW-0958,Keyword,KW-0958,Peroxisome biogenesis disorder,Disease,"Protein which, if defective, causes peroxisome biogenesis disorder, agroup of peroxisomal disorders arising from a failure of proteinimport into the peroxisomal membrane or matrix. The PBD group iscomprised of four disorders: Zellweger syndrome (ZWS), neonataladrenoleukodystrophy (NALD), infantile Refsum disease (IRD), andclassical rhizomelic chondrodysplasia punctata type 1 (RCDP1). ZWS,NALD and IRD are distinct from RCDP1 and constitute a clinicalcontinuum of overlapping phenotypes known as Zellweger spectrum. ThePBD group is genetically heterogeneous with at least 12 distinctgenetic groups as concluded from complementation studies"
KW-1059,Keyword,KW-1059,Peters anomaly,Disease,"Protein which, if defective, causes Peters anomaly, an ocular disordercharacterized by congenital central corneal leukoma, absence of theposterior corneal stroma and Descemet membrane, and a variable degreeof iris and lenticular attachments to the central aspect of theposterior cornea"
KW-0577,Keyword,KW-0577,PHA biosynthesis,Biological process,"Protein involved in the synthesis of poly(3-hydroxyalkanoates) (PHA)In Pseudomonas oleovorans large amounts of this polyester aresynthesized when cells are grown under nitrogen-limiting conditionsWhen nitrogen is further supplied in the medium, the accumulated PHAis degraded"
KW-0581,Keyword,KW-0581,Phagocytosis,Biological process,"Protein that is involved in phagocytosis or that renders the organismresistant to phagocytosis, the process by which a cell is engulfed andbroken down by another for purposes of defense or sustenance"
KW-0582,Keyword,KW-0582,Pharmaceutical,Technical term,"Protein which is used or may be used as a pharmaceutical drug, e.g. totreat specific diseases"
KW-0583,Keyword,KW-0583,PHB biosynthesis,Biological process,Protein involved in the synthesis of poly-hydroxybutyrate (PHB). Itaccumulates in a variety of bacteria as an energy source. Thispolyester is thermoplastic with biodegradable properties
KW-0584,Keyword,KW-0584,Phenylalanine biosynthesis,Biological process,Protein involved in the biosynthesis of the aromatic amino acidphenylalanine
KW-0585,Keyword,KW-0585,Phenylalanine catabolism,Biological process,Protein involved in the degradation of the aromatic amino acidphenylalanine
KW-0586,Keyword,KW-0586,Phenylketonuria,Disease,"Protein which, if defective, causes phenylketonuria, an autosomalrecessive disorder in which the body is unable to break down the aminoacid phenylalanine. The resulting buildup of phenylalanine in the bodycauses mental retardation, mental disturbances, eczema and skinpigmentation"
KW-0587,Keyword,KW-0587,Phenylpropanoid metabolism,Biological process,Protein involved in the biochemical reactions with phenylpropanoids
KW-0588,Keyword,KW-0588,Pheromone,Molecular function,"Proteins which acts as a pheromone. Pheromones are odours ofconspecifics which elicit an adaptive behavioral response, e.g. insectsex pheromones. Generally, they are comprised of mixtures of compoundsand behavioral responsiveness to them is largely instinctual,sexually-dimorphic, and attributable to a specialized component(s) ofthe olfactory system"
